School,WLper,SOS,Pace,ORtg,FTr,3PAr,Tsper,TRBper,ASTper,STLper,BLKper,eFGper,TOVper,ORBper,FTperFGA,oPace,oORtg,oFTr,o3PAr,oTSper,oTRBper,oASTper,oSTLper,oBLKper,oeFGper,oTOVper,oORBper,oFTperFGA,Year
Colorado NCAA,0.719,9.57,66.5,110,0.295,0.364,0.565,53.2,52.7,7.8,7.8,0.524,15,30.6,0.241,66.5,96,0.291,0.351,0.514,46.8,48.8,7.1,8.1,0.479,17.5,25.2,0.212,2020-21
Colorado State,0.714,1.06,69.5,106.5,0.335,0.434,0.582,50.6,57.1,8.4,8.1,0.542,17.5,24.1,0.265,69.5,96.1,0.263,0.435,0.51,49.4,54.2,9.1,10.5,0.49,17.4,26.8,0.168,2020-21
Connecticut NCAA,0.652,8.59,66.2,107.8,0.29,0.334,0.522,53.6,49.3,9.3,14.6,0.49,14.5,37,0.21,66.2,97,0.368,0.333,0.509,46.4,47.1,8.2,6.8,0.467,17,29.1,0.26,2020-21
Coppin State,0.409,-6.06,79.3,91.8,0.438,0.494,0.515,43.7,54.1,10.8,8,0.486,18.3,18.5,0.273,79.3,99.7,0.27,0.408,0.512,56.3,48.8,9.1,9.5,0.479,17.4,32.5,0.198,2020-21
Creighton NCAA,0.71,8.54,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9,0.55,14,24.3,0.164,69.6,97.3,0.255,0.392,0.499,50.6,52.7,7.9,8.3,0.47,15.5,28,0.179,2020-21
Davidson,0.591,3.4,63.6,112.3,0.26,0.489,0.579,53.5,57.9,8,8.2,0.561,14.7,28.2,0.179,63.6,100.4,0.287,0.409,0.528,46.5,47.4,7.4,7.9,0.496,14.7,21.9,0.208,2020-21
Dayton,0.583,4.35,66.2,102.7,0.337,0.416,0.582,49.9,54.9,6.6,5.3,0.555,19.4,23,0.241,66.2,99.8,0.263,0.378,0.505,50.1,50.4,8.3,9.7,0.485,15,29,0.167,2020-21
Delaware,0.467,-5.04,67.8,99.6,0.375,0.405,0.542,51.6,54.2,6.8,9.6,0.505,18.7,26.9,0.267,67.8,99.5,0.307,0.343,0.516,48.4,44.3,9.5,8.3,0.481,14.9,25.9,0.221,2020-21
Delaware State,0.158,-6.33,77.1,91.2,0.302,0.416,0.497,46.5,46.2,8.3,9.4,0.46,19.2,26.9,0.217,77.1,110.4,0.43,0.382,0.572,53.5,54.2,10.9,11.1,0.536,16.4,32,0.304,2020-21
Denver,0.095,-5.8,71.3,96.7,0.34,0.343,0.539,46.8,48.2,7.9,7.5,0.503,18.6,22.1,0.245,71.3,109.6,0.408,0.386,0.593,53.2,42.3,9,9.1,0.551,16.9,26.3,0.314,2020-21
DePaul,0.263,8.83,70.6,91.9,0.237,0.283,0.487,50.1,45.1,9.6,11,0.461,18.9,31.8,0.16,70.6,100.5,0.353,0.406,0.519,49.9,55.7,10.2,9.1,0.48,17.2,31.6,0.254,2020-21
Detroit Mercy,0.545,-6.21,68.2,111.5,0.253,0.446,0.582,49.1,52.7,9.9,7.2,0.551,14.9,26.9,0.203,68.2,107.8,0.224,0.425,0.561,50.9,62.1,8,8.3,0.541,16.1,28.9,0.159,2020-21
Drake NCAA,0.839,-0.48,66.8,112.8,0.239,0.316,0.563,53.7,46.6,10.3,8.4,0.542,13.3,31.1,0.17,66.8,95.8,0.288,0.36,0.512,46.3,46.3,8.1,7.6,0.478,16.7,24.9,0.207,2020-21
Drexel NCAA,0.6,-3.92,66,106.5,0.273,0.355,0.566,53.2,58,6.9,6.4,0.533,17.1,28.4,0.213,66,102,0.264,0.33,0.533,46.8,42.5,9.3,8.9,0.501,14.2,23.9,0.197,2020-21
Duke,0.542,8.33,69.1,108.8,0.234,0.386,0.555,51.3,56.4,11.8,11.8,0.536,15.7,32,0.162,69.1,102.1,0.319,0.323,0.543,48.7,48.8,9.1,10.2,0.513,17.4,28.9,0.225,2020-21
Duquesne,0.5,2.49,68.4,98,0.316,0.37,0.504,50.2,55,9.8,13,0.476,16.7,31,0.206,68.4,98.2,0.355,0.391,0.511,49.8,56.9,9.9,8.5,0.473,16.9,30.1,0.249,2020-21
East Carolina,0.421,3.83,68.9,96.3,0.331,0.328,0.501,49,67.5,8.9,9.9,0.46,15.9,27.2,0.239,68.9,98,0.376,0.425,0.531,51,56.1,9.6,8.3,0.492,18.5,27.3,0.267,2020-21
East Tennessee State,0.52,0.3,67.6,102.2,0.299,0.406,0.537,52.2,47.6,10.8,8.4,0.509,17.3,29.7,0.208,67.6,97.4,0.313,0.45,0.525,47.8,56,9.5,9.2,0.495,17.9,25.7,0.217,2020-21
Eastern Illinois,0.333,-7.19,70.2,97.6,0.257,0.354,0.515,48.9,50.9,10,8.8,0.493,17.4,28.7,0.169,70.2,105.3,0.31,0.373,0.551,51.1,55.4,10.4,7.6,0.519,16.4,29.5,0.226,2020-21
Eastern Kentucky,0.759,-8.24,76.2,105.6,0.255,0.4,0.544,47.5,52.9,13.3,9.2,0.519,14.6,26.7,0.18,76.2,95.1,0.315,0.357,0.536,52.5,57.4,8,6.9,0.502,21.8,29.6,0.228,2020-21
Eastern Michigan,0.333,-1.23,71.4,98.6,0.303,0.382,0.514,46.7,44.2,12.4,7.1,0.475,15.2,25.1,0.226,71.4,106,0.254,0.43,0.575,53.3,63.2,8.4,6.2,0.559,19,29.3,0.171,2020-21
Eastern Washington NCAA,0.667,-3.15,71.8,109,0.302,0.403,0.576,50.7,54.7,6.7,7.4,0.54,14.5,23,0.239,71.8,98,0.271,0.358,0.506,49.3,45.1,8,6.2,0.473,14.3,25.5,0.196,2020-21
Elon,0.526,-4.43,66.8,98.4,0.246,0.438,0.516,50.7,45.9,8.5,6.7,0.486,15.3,25,0.182,66.8,97.3,0.408,0.411,0.525,49.3,43.9,9.4,10.2,0.493,16.7,21.9,0.268,2020-21
Evansville,0.36,-0.01,62.4,102.3,0.254,0.49,0.556,45.6,51,7.7,6.3,0.532,15.8,19,0.182,62.4,110,0.343,0.292,0.596,54.4,43.4,8.2,8.5,0.574,16.5,24.1,0.239,2020-21
Fairfield,0.37,-6.57,65.2,93.8,0.341,0.355,0.493,50.6,46.7,7,6.1,0.454,17.1,28.1,0.237,65.2,101.2,0.307,0.334,0.518,49.4,49.8,9.3,10,0.491,14.3,26.6,0.204,2020-21
Fairleigh Dickinson,0.375,-6.46,71.9,103.2,0.311,0.361,0.548,47.8,44.5,10.4,10.4,0.518,17.1,28.7,0.221,71.9,108.3,0.339,0.385,0.557,52.2,58.4,9.6,8.7,0.53,16.6,33.1,0.234,2020-21
Florida NCAA,0.6,9.82,70.6,104.6,0.339,0.338,0.567,51.5,44.2,10.2,14.1,0.531,18.7,30.6,0.255,70.6,99.1,0.351,0.362,0.516,48.5,51.3,10.7,8.9,0.478,17.3,30.2,0.249,2020-21
Florida A&M,0.4,-9.55,70.9,92.7,0.298,0.269,0.511,49.9,53,9.2,6.8,0.486,20.8,30.2,0.194,70.9,96.6,0.339,0.363,0.508,50.1,48.2,10.4,6.4,0.479,18.4,31.8,0.222,2020-21
Florida Atlantic,0.565,-4.94,70.7,109.9,0.289,0.417,0.56,55.4,51.4,10.7,7.7,0.542,16.6,34,0.191,70.7,94.1,0.347,0.365,0.512,44.6,44.8,7.6,7.3,0.476,17.9,23.1,0.241,2020-21
Florida Gulf Coast,0.556,-7.13,72.5,99,0.241,0.443,0.515,50.9,50.9,10.3,11.2,0.494,17.4,29.9,0.16,72.5,95.2,0.255,0.374,0.506,49.1,46.2,9.8,10,0.479,17.5,27.9,0.175,2020-21
Florida International,0.346,-3.24,72.8,99.7,0.244,0.509,0.535,46,56.5,11.4,10,0.515,17.5,26.2,0.163,72.8,103.4,0.329,0.317,0.559,54,46.2,9.5,9.1,0.529,19.5,32.4,0.235,2020-21
Florida State NCAA,0.72,9.16,70,109.1,0.324,0.349,0.572,52.6,52.4,10.3,14.3,0.54,17.6,33.7,0.24,70,97.9,0.352,0.395,0.506,47.4,51.4,9.8,7.3,0.461,16.8,31,0.258,2020-21
Fordham,0.143,3.09,64.2,80.6,0.275,0.411,0.448,43.5,59.5,9.7,7,0.414,18.8,19.2,0.184,64.2,103.7,0.278,0.478,0.54,56.5,65.4,10.6,8.8,0.515,16.7,30.4,0.191,2020-21
Fresno State,0.5,0.07,66.9,98.6,0.376,0.387,0.524,52.4,45.1,9.8,8.7,0.492,18.5,31,0.251,66.9,100.2,0.322,0.383,0.536,47.6,46.6,9.9,9.6,0.5,17.2,25.3,0.236,2020-21
Furman,0.64,-1.69,70.9,111.8,0.266,0.472,0.589,51.6,57,11.5,9.5,0.568,15.6,27.2,0.192,70.9,96.8,0.294,0.388,0.525,48.4,51.3,10.1,8.7,0.504,18.4,25.8,0.189,2020-21
Gardner-Webb,0.423,-6.14,67,105.5,0.3,0.439,0.549,49.5,52.1,8.8,14.7,0.524,15.4,26.7,0.207,67,102.1,0.365,0.407,0.528,50.5,55.9,8.2,10,0.486,15.9,28.1,0.267,2020-21
George Mason,0.591,0.48,69.2,100.2,0.293,0.362,0.511,51.9,49.7,10.2,11.6,0.488,15.5,30.2,0.188,69.2,98.2,0.282,0.358,0.532,48.1,44.3,9.2,6.6,0.501,17.7,24.3,0.204,2020-21
George Washington,0.294,-1.57,68.9,98.1,0.361,0.339,0.533,49.3,47.2,9.1,7,0.498,17.6,24.5,0.252,68.9,104.2,0.25,0.365,0.531,50.7,54.4,10.3,10.1,0.51,14.6,28.5,0.168,2020-21
Georgetown NCAA,0.5,10.36,70.4,101,0.308,0.389,0.532,53.3,51.7,8.3,10.4,0.494,18.5,31.9,0.232,70.4,101.4,0.259,0.398,0.516,46.7,57.4,10.7,7.9,0.489,14.2,26.8,0.179,2020-21
Georgia,0.538,8.02,75.7,101.8,0.345,0.318,0.54,50.8,53,11.1,6.3,0.509,18.8,33.1,0.238,75.7,102.4,0.31,0.374,0.549,49.2,48.2,11.3,10.5,0.521,18.9,31.4,0.218,2020-21
Georgia Southern,0.5,-6.26,68.4,101.7,0.301,0.396,0.53,51.9,47.2,11.5,11.3,0.51,17.6,32.5,0.191,68.4,96.3,0.305,0.391,0.524,48.1,44.4,10.2,7.8,0.492,19.6,28.2,0.216,2020-21
Georgia State,0.727,-4.6,71.2,110.4,0.307,0.359,0.556,50.4,56.9,9.8,12.2,0.532,13.8,31.3,0.21,71.2,99.9,0.327,0.408,0.516,49.6,48.4,8.6,7.1,0.482,17.3,31.5,0.228,2020-21
Georgia Tech NCAA,0.654,7.91,67.9,107.8,0.284,0.364,0.567,46.9,57.1,13.1,9.6,0.54,14.4,24.3,0.206,67.9,100.8,0.289,0.353,0.55,53.1,55.1,7.8,7.6,0.524,19.8,30.1,0.203,2020-21
Gonzaga NCAA,0.969,5.92,74.6,121.5,0.358,0.332,0.633,55,55.7,10.6,6.9,0.61,14.3,29.2,0.261,74.6,93.1,0.257,0.337,0.505,45,45.5,8.1,6.8,0.477,17.3,23.1,0.181,2020-21
Grambling,0.5,-12.49,72.1,93,0.421,0.287,0.513,48.5,60,11.2,8.4,0.476,19.1,25.4,0.28,72.1,94.8,0.378,0.381,0.5,51.5,62.4,10.6,11.6,0.464,17.9,30.4,0.252,2020-21
Grand Canyon NCAA,0.708,-3.46,68.2,110.7,0.314,0.358,0.57,56.8,57.7,7.1,9.1,0.547,16.2,32.4,0.215,68.2,91.1,0.292,0.419,0.481,43.2,46.3,8.3,5.7,0.445,15.3,22,0.207,2020-21
Green Bay,0.32,-5.23,67.7,102.7,0.273,0.339,0.526,47.6,53.7,7.9,9.3,0.492,13.6,25.7,0.204,67.7,109.8,0.319,0.343,0.566,52.4,44.9,8.1,6.7,0.535,14.8,29,0.232,2020-21
Hampton,0.44,-9.27,70.1,98.2,0.286,0.388,0.527,45.9,47.2,8.7,16.1,0.495,16.3,22.1,0.207,70.1,104.5,0.354,0.378,0.527,54.1,49.9,9.2,7.7,0.492,15.3,31.7,0.247,2020-21
Hartford NCAA,0.625,-4.95,67,97.6,0.286,0.425,0.53,48.7,47,10.3,6.6,0.499,17.5,24.3,0.205,67,95.3,0.244,0.409,0.5,51.3,48.4,8.6,11.1,0.477,17.3,28.8,0.162,2020-21
Hawaii,0.524,-2.72,68.4,102.8,0.311,0.377,0.542,52.7,46.1,8.1,3.8,0.51,17.3,30.3,0.224,68.4,99.3,0.28,0.303,0.525,47.3,40.7,10.1,7.7,0.493,15.5,24.5,0.204,2020-21
High Point,0.375,-7.58,67.4,98.3,0.383,0.292,0.499,51,51.8,9.6,12.6,0.458,15.9,32,0.263,67.4,103.1,0.341,0.449,0.55,49,58.2,9.2,10.6,0.523,17.6,28.2,0.232,2020-21
Hofstra,0.565,-2.94,68.9,105.6,0.33,0.393,0.542,50,49.2,9.5,7.9,0.508,15.2,29.3,0.236,68.9,105.4,0.258,0.381,0.541,50,60.4,8.5,8.8,0.511,15.1,28.9,0.192,2020-21
Holy Cross,0.313,0.45,69.9,100.2,0.261,0.33,0.528,47.1,45.6,9.8,10.1,0.503,16.1,26.5,0.182,69.9,107.9,0.352,0.331,0.558,52.9,48.6,9.8,8.3,0.526,16.2,31.4,0.252,2020-21
Houston NCAA,0.875,5.37,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222,66.1,88.1,0.405,0.381,0.476,43.8,53.6,7.5,7,0.433,18.8,26.8,0.268,2020-21
Houston Christian,0.24,-5.72,74.2,95.2,0.279,0.396,0.528,47.1,55.7,9.4,9.5,0.496,19.9,25.4,0.205,74.2,107.6,0.282,0.385,0.563,52.9,53.1,12,8.8,0.537,16.6,31.2,0.203,2020-21
Howard,0.2,-2.51,73.1,99.2,0.389,0.435,0.541,47.2,60.2,7.1,12.8,0.502,17.7,22.9,0.279,73.1,115.8,0.303,0.411,0.556,52.8,62.8,11.2,9.4,0.542,10.4,30.6,0.189,2020-21
Idaho,0.045,-2.91,67.4,89.5,0.296,0.316,0.52,46.6,54.4,7.3,5.5,0.485,21.8,22,0.214,67.4,112.1,0.358,0.367,0.578,53.4,48.6,13.1,8.6,0.543,15,29.7,0.267,2020-21
Idaho State,0.542,-5.71,66.2,101.9,0.393,0.396,0.547,54.7,48.8,6.7,9.3,0.509,19.3,32.3,0.28,66.2,92.2,0.33,0.315,0.494,45.3,44.7,10.8,5.9,0.458,16.8,24.7,0.226,2020-21
Illinois NCAA,0.774,11.34,71.2,111.7,0.379,0.299,0.582,56.8,55.7,7.9,6.9,0.556,15.8,32,0.262,71.2,95.2,0.301,0.326,0.497,43.2,45.1,9.3,9.3,0.465,14.3,21.9,0.207,2020-21
Illinois State,0.28,0.38,70.7,100.3,0.252,0.383,0.544,49.5,50.8,8.4,9.3,0.526,17.3,23.8,0.167,70.7,104.2,0.257,0.415,0.539,50.5,57.5,9.8,6.8,0.512,14.7,26.1,0.186,2020-21
Illinois-Chicago,0.409,-7.42,69.6,96.1,0.228,0.418,0.516,48.4,53.2,5.2,7,0.497,16.8,23.4,0.15,69.6,102.7,0.339,0.267,0.514,51.6,44.5,9.1,7.3,0.48,12.4,27.3,0.233,2020-21
Incarnate Word,0.364,-8.33,68.2,99.1,0.337,0.381,0.547,47.1,51.3,7.8,4.8,0.516,18.4,24,0.237,68.2,104.6,0.323,0.326,0.541,52.9,53.4,9.7,9.2,0.513,16.3,30.6,0.222,2020-21
Indiana,0.444,12.45,67.1,100.6,0.415,0.323,0.521,49,57.5,8.3,10.5,0.485,15.1,25.3,0.275,67.1,100.1,0.335,0.376,0.525,51,48.7,8.5,9.6,0.488,15.6,27.3,0.24,2020-21
Indiana State,0.6,1.91,66.8,99.6,0.359,0.333,0.53,48.9,46,9.8,8.7,0.489,16.2,25,0.264,66.8,98.6,0.273,0.38,0.54,51.1,54.7,7.7,7.4,0.515,19.4,26.5,0.191,2020-21
Iona NCAA,0.667,-6.42,69.9,102,0.345,0.377,0.546,53.5,54.9,9.8,12.5,0.507,19.3,32.2,0.256,69.9,94.5,0.461,0.375,0.506,46.5,53.4,10.7,7.3,0.46,17.4,26.4,0.316,2020-21
Iowa NCAA,0.71,10.43,71,117.5,0.32,0.398,0.574,51.8,64.4,7.8,11.6,0.547,11.5,30.5,0.228,71,102.1,0.222,0.395,0.51,48.2,60.2,7.5,8.3,0.488,13.8,28.7,0.15,2020-21
Iowa State,0.083,10.4,70.5,93,0.196,0.386,0.51,45.4,47,9.2,8.1,0.48,18.8,24.3,0.154,70.5,108.8,0.362,0.342,0.558,54.6,48.8,11.5,9,0.52,15.9,33.1,0.268,2020-21
IUPUI,0.444,-7.03,72.7,97.9,0.305,0.389,0.523,48.6,52.9,9.5,5.9,0.49,17,25.4,0.219,72.7,104.3,0.351,0.347,0.563,51.4,47.1,9.3,5.8,0.527,16.9,25.3,0.258,2020-21
Jackson State,0.667,-14.05,70.5,91.8,0.421,0.293,0.491,51.2,47.9,11.4,8.4,0.446,18.7,28.9,0.286,70.5,87.9,0.411,0.283,0.484,48.8,45.2,9.2,8.2,0.437,19.5,26.5,0.283,2020-21
Jacksonville,0.458,-6.74,69.5,96.7,0.34,0.398,0.529,48,46.6,9.8,7.4,0.502,18.3,24.8,0.226,69.5,99.4,0.264,0.394,0.529,52,50.7,9.1,7.7,0.504,18.2,28.9,0.183,2020-21
Jacksonville State,0.667,-6.06,68,107.7,0.316,0.393,0.556,53.4,53,7.3,9.8,0.531,16.6,32.3,0.217,68,99.5,0.251,0.417,0.504,46.6,52.4,8.9,7.6,0.479,14.3,27.7,0.169,2020-21
James Madison,0.65,-3.17,72.4,107.9,0.386,0.405,0.549,50.2,50.8,10.3,6.6,0.521,14.6,29.4,0.258,72.4,97.3,0.321,0.464,0.525,49.8,55.2,8.2,9,0.485,19.3,28.7,0.239,2020-21
Kansas NCAA,0.7,10.26,69.7,104.3,0.298,0.367,0.531,52,52.6,9.9,10.9,0.499,14.8,30.5,0.213,69.7,95.7,0.266,0.378,0.51,48,48.4,8.6,7.8,0.478,17.5,26.1,0.192,2020-21
Kansas City,0.458,-2.67,66.5,105.5,0.293,0.315,0.572,50.3,55.3,11.9,7.1,0.555,16.9,24.3,0.193,66.5,94.1,0.516,0.374,0.539,49.7,53.5,8,8.4,0.494,21.4,24,0.356,2020-21
Kansas State,0.31,9.04,66.5,92.8,0.289,0.409,0.5,49.9,58.1,8.3,4.7,0.472,19.4,29.7,0.192,66.5,105.5,0.315,0.406,0.566,50.1,54.4,11.8,9.7,0.534,17.7,28,0.233,2020-21
Kennesaw State,0.208,-3.67,69.7,93.9,0.296,0.387,0.507,50,45.5,8.2,6.7,0.481,18,25.5,0.195,69.7,99.9,0.328,0.334,0.539,50,41.3,9.9,7,0.505,16.5,23.6,0.237,2020-21
Kent State,0.652,-1.9,70.9,107.6,0.277,0.396,0.544,53.7,52,9.5,9,0.508,16.1,34.8,0.216,70.9,99.8,0.282,0.397,0.521,46.3,50.3,9.4,6.9,0.491,16,27.8,0.199,2020-21
Kentucky,0.36,11.49,70,99.7,0.345,0.323,0.513,51.2,50.9,8.9,14.9,0.471,16.9,32.6,0.251,70,99.3,0.297,0.345,0.505,48.8,48.9,8.7,9.1,0.467,15.4,30.5,0.22,2020-21
La Salle,0.36,2.85,69.7,97.2,0.242,0.394,0.525,48.5,50.2,10.6,9.4,0.503,18.2,26.8,0.166,69.7,105,0.354,0.377,0.555,51.5,56.9,10.3,8.3,0.517,17.1,29,0.263,2020-21
Lafayette,0.6,-6.38,70.2,107.1,0.303,0.386,0.549,47.3,60,8.6,7.9,0.506,13.3,23.7,0.244,70.2,105.7,0.337,0.301,0.539,52.7,47.9,7,7.9,0.509,14,28.5,0.233,2020-21
Lamar,0.357,-6.57,69.8,93.5,0.308,0.277,0.5,48.4,49.6,10.1,11.1,0.46,17.7,26.4,0.226,69.8,102.7,0.275,0.355,0.545,51.6,56.2,9.9,7.9,0.523,17.5,28.7,0.186,2020-21
Lehigh,0.267,-4.58,71.3,95,0.279,0.256,0.502,49.4,49.2,8.3,5.6,0.471,16.1,24.9,0.195,71.3,106.5,0.328,0.345,0.566,50.6,51.5,9.8,7.3,0.532,15.2,23.8,0.243,2020-21
Liberty NCAA,0.793,-6.14,64.9,114.6,0.237,0.474,0.604,52.9,58.6,7.2,7.1,0.58,13.9,23.4,0.184,64.9,92.4,0.281,0.358,0.495,47.1,41.6,8.3,7.6,0.464,16.3,21.1,0.194,2020-21
Lipscomb,0.556,-5.63,68.4,103.7,0.337,0.381,0.555,49.6,53,9,5.8,0.527,15.8,23.6,0.233,68.4,99.7,0.212,0.427,0.523,50.4,49.4,8.6,8.9,0.501,16.4,26.5,0.149,2020-21
Little Rock,0.423,-5.4,67.9,100.2,0.369,0.337,0.542,52.3,55.5,9.3,9.6,0.508,19.2,31.1,0.259,67.9,99.9,0.272,0.394,0.535,47.7,53.8,9.6,8.3,0.505,17.8,27.4,0.197,2020-21
Long Beach State,0.333,-2.83,74.2,96.7,0.377,0.338,0.538,47,45.1,8.2,7.2,0.506,18.9,23.1,0.257,74.2,104.1,0.349,0.381,0.529,53,50.3,9.9,7.6,0.494,15.2,31.5,0.246,2020-21
Long Island University,0.5,-8.82,74.5,99.3,0.312,0.404,0.502,51.1,61.2,11.3,9.7,0.473,16.3,32.9,0.208,74.5,97.9,0.284,0.351,0.528,48.9,52.2,8.9,7.6,0.499,18.4,28.5,0.201,2020-21
Longwood,0.414,-6.4,66.3,99.8,0.315,0.38,0.529,49.7,45.1,9.2,6.1,0.499,17.3,27.6,0.217,66.3,102.2,0.331,0.442,0.552,50.3,49.4,9.5,9.9,0.519,18.1,27,0.24,2020-21
Louisiana,0.654,-5.5,72.1,102.2,0.288,0.331,0.529,53.5,46.6,7.7,11,0.501,17.5,33.6,0.201,72.1,99.9,0.294,0.314,0.514,46.5,52.8,9.4,7.6,0.476,14.6,27.3,0.22,2020-21
Louisiana State NCAA,0.655,9.14,72.6,112.1,0.34,0.37,0.56,50.4,42,10.6,8.2,0.523,13.5,31.2,0.255,72.6,103.1,0.298,0.44,0.518,49.6,51.7,7.9,9.2,0.485,15.3,32,0.213,2020-21
Louisiana Tech,0.75,-0.21,70.6,103.5,0.342,0.373,0.538,52.2,50.2,9.6,8.1,0.509,15.9,28,0.233,70.6,92.7,0.271,0.388,0.495,47.8,50.7,8.6,8.8,0.462,17.1,24.4,0.194,2020-21
Louisiana-Monroe,0.269,-5.9,67.7,94.5,0.251,0.39,0.51,44.9,58.3,10.9,8.1,0.482,17.1,22.7,0.176,67.7,101.4,0.34,0.365,0.539,55.1,52.4,9.6,8.5,0.504,18.4,31.9,0.244,2020-21
Louisville,0.65,8.9,66,102.3,0.321,0.303,0.514,53.3,44.7,7.2,5.5,0.478,14.8,32,0.23,66,100.1,0.298,0.406,0.511,46.7,49.8,8.8,9,0.484,14.5,26.2,0.197,2020-21
Loyola (IL) NCAA,0.839,1.37,63.8,110.5,0.322,0.375,0.592,54.2,60.9,10.8,7,0.567,16.4,25.9,0.231,63.8,87.2,0.224,0.328,0.494,45.8,45.4,7.9,8.3,0.466,19.6,20.1,0.16,2020-21
Loyola (MD),0.353,-3.47,68.4,100.9,0.354,0.303,0.529,52.7,47.9,9.5,8.7,0.511,17.5,31.3,0.214,68.4,99.3,0.334,0.37,0.53,47.3,51.3,11.3,7.4,0.493,17.1,25.6,0.243,2020-21
Loyola Marymount,0.591,4.05,67.8,101.9,0.413,0.349,0.557,56.3,53.3,6.9,7.7,0.517,20.4,32,0.3,67.8,99.7,0.348,0.365,0.543,43.7,54.6,10,9.8,0.508,15.8,20.4,0.25,2020-21
Maine,0.222,-4.21,65.4,81.2,0.272,0.449,0.468,46.8,62.8,8.7,13.5,0.451,22.4,23.3,0.155,65.4,98.6,0.31,0.39,0.52,53.2,51.4,12.6,7.6,0.488,17.9,30.3,0.218,2020-21
Manhattan,0.35,-8.35,67.6,91,0.355,0.373,0.466,49.5,54,11.1,10.6,0.426,17.5,31.9,0.236,67.6,96.6,0.468,0.33,0.527,50.5,55.5,8.7,11.2,0.479,19.6,29.5,0.33,2020-21
Marist,0.571,-8.8,66.7,93.9,0.315,0.412,0.52,50.3,48.2,8,12.4,0.491,19.1,23,0.216,66.7,94.2,0.322,0.425,0.494,49.7,54.3,10,9,0.457,15.9,25.4,0.223,2020-21
Marquette,0.481,8.58,68.4,101.6,0.35,0.374,0.544,51.7,50.4,7.4,9.9,0.506,18.3,29.1,0.257,68.4,101.7,0.3,0.37,0.513,48.3,54.4,10.6,9.3,0.477,13.8,28.3,0.218,2020-21
Marshall,0.682,-1.66,73.1,108.7,0.242,0.41,0.571,48.7,53.2,10.6,13.2,0.548,14.6,23.8,0.175,73.1,98.6,0.275,0.361,0.522,51.3,44.8,9.5,7.4,0.499,17.4,28.2,0.183,2020-21
Maryland NCAA,0.548,11.97,65.9,104.5,0.329,0.433,0.564,49.1,55.1,7.6,10,0.538,15.3,20.2,0.23,65.9,99.5,0.252,0.418,0.511,50.9,51.7,8.7,9.1,0.482,14.7,25.7,0.18,2020-21
Maryland-Baltimore County,0.7,-5.7,68.7,101.2,0.366,0.371,0.539,51.8,45.3,7.4,5.1,0.503,16.7,25.8,0.26,68.7,94.5,0.256,0.411,0.496,48.2,45.8,7.8,8.1,0.464,15.8,24.3,0.183,2020-21
Massachusetts,0.533,1.03,72.3,103.5,0.342,0.44,0.538,48.2,56.9,9.9,9.9,0.5,14.5,24.3,0.251,72.3,98.5,0.334,0.302,0.537,51.8,57.1,9.4,10.3,0.509,17.8,25.6,0.226,2020-21
Massachusetts-Lowell,0.478,-3.61,69.3,98.9,0.372,0.349,0.54,51.1,47.7,7.2,10.7,0.512,18.6,26.9,0.246,69.3,102.4,0.395,0.363,0.527,48.9,42.1,8.9,7.6,0.484,14.4,26.6,0.283,2020-21
McNeese State,0.417,-11.46,73.3,109.5,0.286,0.361,0.583,53.6,61.7,9.8,5.4,0.563,17.8,31.4,0.197,73.3,97.8,0.282,0.361,0.534,46.4,53.2,10.3,9,0.511,18.5,25.5,0.188,2020-21
Memphis,0.714,4.13,72,100.5,0.327,0.361,0.528,55,60.7,12.3,14.4,0.509,18.5,33.5,0.202,72,87.1,0.353,0.394,0.483,45,50.8,8.4,8.1,0.444,19.6,23.7,0.24,2020-21
Mercer,0.621,-1.6,70.1,107.6,0.249,0.387,0.572,52,57.6,9.7,7.9,0.551,16.1,26.2,0.179,70.1,100.7,0.259,0.385,0.525,48,45.3,8.8,6.9,0.499,15,24.6,0.183,2020-21
Merrimack,0.5,-8.67,68,96.8,0.31,0.412,0.538,45.3,49.8,11.7,10.1,0.514,18.1,20.8,0.206,68,97.4,0.329,0.335,0.515,54.7,57.9,9.8,7.2,0.48,18.8,31.6,0.232,2020-21
Miami (FL),0.37,7.75,68,97.2,0.328,0.333,0.509,50.2,47.1,9.7,10.9,0.474,16.2,27.1,0.23,68,103.8,0.198,0.407,0.544,49.8,55.5,10.2,11,0.525,15.8,26.3,0.139,2020-21
Miami (OH),0.522,-2.72,67.4,106.7,0.254,0.394,0.542,49.7,46.5,6.5,7.5,0.509,13.9,27.9,0.197,67.4,105.6,0.27,0.412,0.547,50.3,52.8,8,10.3,0.521,15.8,28.3,0.191,2020-21
Michigan NCAA,0.821,11.25,67.8,111.3,0.304,0.339,0.581,54.7,57.5,6.3,10.1,0.547,14.7,28.9,0.233,67.8,95.5,0.243,0.319,0.481,45.3,42,7.3,7.4,0.444,12.9,24.1,0.185,2020-21
Michigan State NCAA,0.536,11.48,68.9,100.3,0.313,0.339,0.518,52.2,63.7,6.4,12.3,0.481,16.2,30.5,0.228,68.9,102.7,0.369,0.337,0.521,47.8,53.5,9.3,8,0.481,13.4,26.3,0.264,2020-21
